sample_id,candidate,raw_score,raw_symmetric_edge_distance,eval_edge,phase29_selector_eligible,phase29_selector_rejection,phase29_selector_adjusted_score,phase29_selector_rule,phase29_selector_shift_delta_dx,phase29_selector_shift_delta_dy,phase29_selector_shift_l1,phase29_selector_raw_improvement,phase29_selector_edge_growth,phase29_selector_support_ratio,phase29_selector_target_edge_gain,phase29_selector_target_p90_gain,phase29_selector_context_edge_delta,phase29_selector_version_effective,phase29_selector_reliability_gate,phase29_selector_v9_note
104_seq386,p29_baseline,13.726190355114898,5.519311189651489,2.1912314891815186,False,,13.726190355114898,v6_baseline,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,v6,strict,v6 baseline row; aligned metrics are not used for selection.
104_seq386,p29_depth_conservative,13.622271429471153,5.325017720460892,6.807280540466309,False,depth/reflection/edge guard candidates are diagnostic-only by default,13.622271429471153,diagnostic_guard_block,0.0,0.0,0.0,0.10391892564374494,0.9945454545454545,0.9173348884677066,0.12242090702056885,0.0,-0.19429346919059753,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
104_seq386,p29_reflection_guard,13.583220903382722,5.325017720460892,6.807280540466309,False,depth/reflection/edge guard candidates are diagnostic-only by default,13.583220903382722,diagnostic_guard_block,0.0,0.0,0.0,0.142969451732176,0.9945454545454545,0.9247703746901881,0.12242090702056885,0.0,-0.19429346919059753,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
104_seq386,p29_small_target_guard,13.765896000243181,5.544250726699829,2.007612466812134,False,raw improvement -0.0397 is below 0.6500,13.985896000243182,small_target_guard_block,0.0,0.0,0.0,-0.039705645128282896,0.9963636363636363,1.0,-0.012278169393539429,-0.08602428436279297,0.024939537048339844,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
104_seq386,p29_edge_contamination_guard,13.605958103907827,5.325017720460892,6.807280540466309,False,depth/reflection/edge guard candidates are diagnostic-only by default,13.605958103907827,diagnostic_guard_block,0.0,0.0,0.0,0.12023225120707082,0.9945454545454545,0.9247703746901881,0.12242090702056885,0.0,-0.19429346919059753,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
104_seq386,p29_v9_support_gated,13.606539451689121,5.463652580976486,1.6785842180252075,False,v9 support-gated mode is reserved for reflection/background scenes,10.57467,v9_reflection_block,0.0,0.0,0.0,0.11965090342577689,0.8309090909090909,0.9247703746901881,0.03403046727180481,0.09829998016357422,-0.05565860867500305,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
104_seq386,p29_v9_support_gated_tight,13.61670229900806,5.413990497589111,1.6783924102783203,False,v9 support candidate mode is diagnostic-only unless a dedicated raw/depth gate allows it,10.541739999999999,v9_mode_block,0.0,0.0,0.0,0.10948805610683898,0.8145454545454546,0.8508528940078729,0.08013013005256653,0.0,-0.10532069206237793,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
104_seq386,p29_v9_target_only,28.859563627387793,20.111693769693375,1.8814208507537842,True,,1.1010600000000001,v9_weak_target_only,0.0,0.0,0.0,-15.133373272272895,0.3236363636363636,0.8508528940078729,-14.513261705636978,-32.21578574180603,14.592382580041885,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
104_seq386,p29_v9_depth_thermal,13.664238830330406,5.504422426223755,1.7000929117202759,False,v9 depth-thermal mode is reserved for double-edge mismatch scenes,10.574950000000001,v9_depth_thermal_block,0.0,0.0,0.0,0.06195152478449195,0.8363636363636363,0.9247703746901881,0.009350061416625977,0.09829998016357422,-0.014888763427734375,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
104_seq386,p29_v9_target_silhouette,29.95316336057138,21.233148992061615,nan,False,v9 silhouette blocked because baseline thermal target is too small,10.12706,v9_silhouette_block,0.0,0.0,0.0,-16.226973005456482,0.3,0.9247703746901881,-15.499602645635605,-34.16968101263046,15.713837802410126,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
104_seq386,p29_raw_shift_dx2p5_dy1p0_fill,14.148520834721108,5.800690948963165,4.620577335357666,False,raw improvement -0.4223 is below 0.6000,14.248520834721107,generic_block,-1.0,-1.0,2.0,-0.4223304796062095,0.9963636363636363,1.0,-0.21442469954490662,-0.27034950256347656,0.281379759311676,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
104_seq386,p29_raw_shift_dx3p5_dy1p0_fill,14.023717490589984,5.76712903380394,4.495375633239746,False,raw improvement -0.2975 is below 0.6000,14.073717490589985,generic_block,0.0,-1.0,1.0,-0.2975271354750859,0.9963636363636363,1.0,-0.183076411485672,-0.27034950256347656,0.24781784415245056,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
104_seq386,p29_raw_shift_dx4p5_dy1p0_fill,14.001856761723621,5.774331480264664,4.461740970611572,False,raw improvement -0.2757 is below 0.6000,14.10185676172362,generic_block,1.0,-1.0,2.0,-0.2756664066087229,1.0072727272727273,1.0,-0.16413834691047668,-0.35637474060058594,0.25502029061317444,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
104_seq386,p29_raw_shift_dx2p5_dy2p0_fill,13.810662801391612,5.515597194433212,2.2556862831115723,False,raw improvement -0.0845 is below 0.6000,13.860662801391612,generic_block,-1.0,0.0,1.0,-0.08447244627671324,0.9945454545454545,1.0,-0.011633038520812988,0.04915046691894531,-0.0037139952182769775,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
