sample_id,candidate,raw_score,raw_symmetric_edge_distance,eval_edge,phase29_selector_eligible,phase29_selector_rejection,phase29_selector_adjusted_score,phase29_selector_rule,phase29_selector_shift_delta_dx,phase29_selector_shift_delta_dy,phase29_selector_shift_l1,phase29_selector_raw_improvement,phase29_selector_edge_growth,phase29_selector_support_ratio,phase29_selector_target_edge_gain,phase29_selector_target_p90_gain,phase29_selector_context_edge_delta,phase29_selector_version_effective,phase29_selector_reliability_gate,phase29_selector_v9_note
272_seq558,p29_baseline,16.643146113959077,7.1460607051849365,2.224862813949585,True,,16.643146113959077,v6_baseline,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,v6,strict,v6 baseline row; aligned metrics are not used for selection.
272_seq558,p29_depth_conservative,17.071045387289956,7.2495644092559814,3.7771053314208984,False,depth/reflection/edge guard candidates are diagnostic-only by default,17.071045387289956,diagnostic_guard_block,0.0,0.0,0.0,-0.42789927333087974,0.9307432432432432,0.8960996394624713,0.22182905673980713,0.4286928176879883,0.10350370407104492,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
272_seq558,p29_reflection_guard,17.090908320636057,7.2495644092559814,3.7771053314208984,False,depth/reflection/edge guard candidates are diagnostic-only by default,17.090908320636057,diagnostic_guard_block,0.0,0.0,0.0,-0.4477622066769804,0.9307432432432432,0.8960996394624713,0.22182905673980713,0.4286928176879883,0.10350370407104492,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
272_seq558,p29_small_target_guard,15.23589554032667,6.058231711387634,2.093552589416504,False,LWIR edge growth 1.228 exceeds 1.080,15.45589554032667,small_target_guard_block,0.0,0.0,0.0,1.4072505736324068,1.2280405405405406,1.0,1.3132122159004211,2.7073421478271484,-1.0878289937973022,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
272_seq558,p29_edge_contamination_guard,17.071045387289956,7.2495644092559814,3.7771053314208984,False,depth/reflection/edge guard candidates are diagnostic-only by default,17.071045387289956,diagnostic_guard_block,0.0,0.0,0.0,-0.42789927333087974,0.9307432432432432,0.8960996394624713,0.22182905673980713,0.4286928176879883,0.10350370407104492,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
272_seq558,p29_v9_support_gated,15.9641130245133,6.551544189453125,1.3700361251831055,False,v9 support-gated mode is reserved for reflection/background scenes,10.823699999999999,v9_reflection_block,0.0,0.0,0.0,0.6790330894457774,0.9763513513513513,0.8960996394624713,1.2911072373390198,2.852703809738159,-0.5945165157318115,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
272_seq558,p29_v9_support_gated_tight,15.935899779016445,6.641907095909119,1.1936184167861938,False,v9 support candidate mode is diagnostic-only unless a dedicated raw/depth gate allows it,10.61125,v9_mode_block,0.0,0.0,0.0,0.7072463349426314,0.8175675675675675,0.7964601769911505,1.0714065432548523,2.896942138671875,-0.5041536092758179,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
272_seq558,p29_v9_target_only,15.6368746186474,6.224549293518066,1.9001272916793823,False,v9 target-only blocked because baseline thermal target is not weak/small,10.87349,v9_target_only_block,0.0,0.0,0.0,1.006271495311676,1.0608108108108107,0.7964601769911505,1.3524945974349976,2.4622740745544434,-0.9215114116668701,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
272_seq558,p29_v9_depth_thermal,15.994429374650387,6.545250356197357,1.330830693244934,False,v9 depth-thermal mode is reserved for double-edge mismatch scenes,10.82783,v9_depth_thermal_block,0.0,0.0,0.0,0.6487167393086892,0.9864864864864865,0.8960996394624713,1.2884726524353027,2.896942615509033,-0.6008103489875793,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
272_seq558,p29_v9_target_silhouette,14.21926474235023,5.018321871757507,5.591513156890869,False,v9 silhouette LWIR edge count outside reliable range,11.32949,v9_silhouette_block,0.0,0.0,0.0,2.4238813716088465,1.445945945945946,0.8960996394624713,1.8941148519515991,3.6447925567626953,-2.127738833427429,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
272_seq558,p29_raw_shift_dx2p5_dy1p0_fill,16.748220053261903,7.144477009773254,2.16045880317688,False,raw improvement -0.1051 is below 0.6000,16.848220053261905,generic_block,-1.0,-1.0,2.0,-0.1050739393028266,0.9391891891891891,1.0,-0.03774762153625488,-0.16747713088989258,-0.001583695411682129,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
