sample_id,candidate,raw_score,raw_symmetric_edge_distance,eval_edge,phase29_selector_eligible,phase29_selector_rejection,phase29_selector_adjusted_score,phase29_selector_rule,phase29_selector_shift_delta_dx,phase29_selector_shift_delta_dy,phase29_selector_shift_l1,phase29_selector_raw_improvement,phase29_selector_edge_growth,phase29_selector_support_ratio,phase29_selector_target_edge_gain,phase29_selector_target_p90_gain,phase29_selector_context_edge_delta,phase29_selector_version_effective,phase29_selector_reliability_gate,phase29_selector_v9_note
137_seq423,p29_baseline,13.90258878494813,6.649378836154938,2.6713571548461914,True,,13.90258878494813,v6_baseline,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,v6,strict,v6 baseline row; aligned metrics are not used for selection.
137_seq423,p29_depth_conservative,13.726135681068204,6.450026094913483,5.313492298126221,False,depth/reflection/edge guard candidates are diagnostic-only by default,13.726135681068204,diagnostic_guard_block,0.0,0.0,0.0,0.17645310387992552,1.0,0.9286403085824494,0.1662917137145996,0.07408714294433594,-0.19935274124145508,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
137_seq423,p29_reflection_guard,13.761947703994345,6.450026094913483,5.313492298126221,False,depth/reflection/edge guard candidates are diagnostic-only by default,13.761947703994345,diagnostic_guard_block,0.0,0.0,0.0,0.14064108095378458,1.0,0.9286403085824494,0.1662917137145996,0.07408714294433594,-0.19935274124145508,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
137_seq423,p29_small_target_guard,14.319995264213787,6.952788472175598,3.7871780395507812,False,raw improvement -0.4174 is below 0.6500,14.539995264213788,small_target_guard_block,0.0,0.0,0.0,-0.417406479265658,1.0026954177897573,1.0,-0.3799307346343994,-0.3981471061706543,0.3034096360206604,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
137_seq423,p29_edge_contamination_guard,13.726135681068204,6.450026094913483,5.313492298126221,False,depth/reflection/edge guard candidates are diagnostic-only by default,13.726135681068204,diagnostic_guard_block,0.0,0.0,0.0,0.17645310387992552,1.0,0.9286403085824494,0.1662917137145996,0.07408714294433594,-0.19935274124145508,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
137_seq423,p29_v9_support_gated,10.69397435533759,4.106293678283691,7.2998247146606445,False,v9 support-gated mode is reserved for reflection/background scenes,11.41858,v9_reflection_block,0.0,0.0,0.0,3.20861442961054,2.420485175202156,0.9286403085824494,2.3335723876953125,3.7554032802581787,-2.5430851578712463,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
137_seq423,p29_v9_support_gated_tight,11.365478691398632,4.4291300773620605,7.001180171966553,False,v9 support candidate mode is diagnostic-only unless a dedicated raw/depth gate allows it,11.08019,v9_mode_block,0.0,0.0,0.0,2.5371100935494972,1.9784366576819408,0.8592092574734812,2.1073979139328003,3.963606834411621,-2.220248758792877,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
137_seq423,p29_v9_target_only,12.721558833572775,5.779736518859863,3.495330810546875,False,v9 target-only blocked because baseline thermal target is not weak/small,10.16409,v9_target_only_block,0.0,0.0,0.0,1.1810299513753542,0.7789757412398922,0.8592092574734812,1.2667993903160095,3.692202925682068,-0.8696423172950745,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
137_seq423,p29_v9_depth_thermal,10.415667867728281,3.7328911423683167,7.507755756378174,False,v9 depth-thermal mode is reserved for double-edge mismatch scenes,11.33507,v9_depth_thermal_block,0.0,0.0,0.0,3.486920917219848,2.31266846361186,0.9286403085824494,2.8021280765533447,5.395053148269653,-2.916487693786621,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
137_seq423,p29_v9_target_silhouette,13.158283966297896,6.048130571842194,10.611242294311523,False,v9 silhouette LWIR edge count outside reliable range,10.20009,v9_silhouette_block,0.0,0.0,0.0,0.7443048186502335,0.8274932614555256,0.9286403085824494,1.7311779856681824,2.737203001976013,-0.6012482643127441,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
137_seq423,p29_raw_shift_dx2p5_dy1p0_fill,13.994056766225293,6.679063439369202,3.3566370010375977,False,raw improvement -0.0915 is below 0.6000,14.094056766225293,generic_block,-1.0,-1.0,2.0,-0.09146798127716416,1.0485175202156334,1.0,-0.19000327587127686,-0.6052980422973633,0.029684603214263916,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
