sample_id,candidate,raw_score,raw_symmetric_edge_distance,eval_edge,phase29_selector_eligible,phase29_selector_rejection,phase29_selector_adjusted_score,phase29_selector_rule,phase29_selector_shift_delta_dx,phase29_selector_shift_delta_dy,phase29_selector_shift_l1,phase29_selector_raw_improvement,phase29_selector_edge_growth,phase29_selector_support_ratio,phase29_selector_target_edge_gain,phase29_selector_target_p90_gain,phase29_selector_context_edge_delta,phase29_selector_version_effective,phase29_selector_reliability_gate,phase29_selector_v9_note
200_seq486,p29_baseline,16.748944237001496,8.675744652748108,2.7089622020721436,True,,16.748944237001496,v6_baseline,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,v6,strict,v6 baseline row; aligned metrics are not used for selection.
200_seq486,p29_depth_conservative,16.559264798960456,8.444100022315979,6.422902584075928,False,depth/reflection/edge guard candidates are diagnostic-only by default,16.559264798960456,diagnostic_guard_block,0.0,0.0,0.0,0.18967943804103982,1.0,0.9407616361071932,-0.2621663808822632,-0.330047607421875,-0.2316446304321289,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
200_seq486,p29_reflection_guard,16.601257031910574,8.444100022315979,6.422902584075928,False,depth/reflection/edge guard candidates are diagnostic-only by default,16.601257031910574,diagnostic_guard_block,0.0,0.0,0.0,0.14768720509092148,1.0,0.9407616361071932,-0.2621663808822632,-0.330047607421875,-0.2316446304321289,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
200_seq486,p29_small_target_guard,16.549742731723487,8.543680906295776,3.197725534439087,False,raw improvement 0.1992 is below 0.6500,16.769742731723486,small_target_guard_block,0.0,0.0,0.0,0.19920150527800828,1.0754098360655737,1.0,0.1861940622329712,-0.007372617721557617,-0.13206374645233154,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
200_seq486,p29_edge_contamination_guard,16.559264798960456,8.444100022315979,6.422902584075928,False,depth/reflection/edge guard candidates are diagnostic-only by default,16.559264798960456,diagnostic_guard_block,0.0,0.0,0.0,0.18967943804103982,1.0,0.9407616361071932,-0.2621663808822632,-0.330047607421875,-0.2316446304321289,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
200_seq486,p29_v9_support_gated,17.142103884817757,8.78689444065094,1.368710994720459,False,v9 support-gated mode is reserved for reflection/background scenes,10.217789999999999,v9_reflection_block,0.0,0.0,0.0,-0.3931596478162618,0.9475409836065574,0.9407616361071932,-0.3857184648513794,-0.3237271308898926,0.11114978790283203,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
200_seq486,p29_v9_support_gated_tight,17.106780528039366,8.723549365997314,1.3574018478393555,False,v9 support candidate mode is diagnostic-only unless a dedicated raw/depth gate allows it,10.225330000000001,v9_mode_block,0.0,0.0,0.0,-0.35783629103787007,0.9770491803278688,0.8829337094499294,-0.4927041530609131,-0.7422387599945068,0.04780471324920654,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
200_seq486,p29_v9_target_only,17.005685660479084,9.200681686401367,1.5908468961715698,False,v9 target-only mode is reserved for general weak-target scenes,10.03972,v9_target_only_block,0.0,0.0,0.0,-0.2567414234775889,0.7311475409836066,0.8829337094499294,0.055289268493652344,0.17905235290527344,0.5249370336532593,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
200_seq486,p29_v9_depth_thermal,17.232369221957963,8.873842358589172,1.3789674043655396,False,v9 depth-thermal gate raw score is not high enough,10.189950000000001,v9_depth_thermal_block,0.0,0.0,0.0,-0.4834249849564678,0.9081967213114754,0.9407616361071932,-0.44580161571502686,-0.4248476028442383,0.19809770584106445,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
200_seq486,p29_v9_target_silhouette,20.241816481330698,11.941367149353027,1.7871131896972656,False,v9 silhouette mode is reserved for general target-contamination scenes,10.18172,v9_silhouette_block,0.0,0.0,0.0,-3.4928722443292024,0.4786885245901639,0.9407616361071932,-1.7244513034820557,-0.6495494842529297,3.2656224966049194,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
200_seq486,p29_raw_shift_dx2p5_dy1p0_fill,16.879556685760367,8.825639963150024,3.2006099224090576,False,raw improvement -0.1306 is below 0.6000,16.979556685760368,generic_block,-1.0,-1.0,2.0,-0.13061244875887112,0.9606557377049181,1.0,-0.2822962999343872,-0.4476602077484131,0.1498953104019165,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
200_seq486,p29_raw_shift_dx3p5_dy1p0_fill,16.74575166020463,8.710948705673218,3.0144894123077393,False,raw improvement 0.0032 is below 0.6000,16.79575166020463,generic_block,0.0,-1.0,1.0,0.0031925767968665753,0.9573770491803278,1.0,-0.04796195030212402,-0.20714998245239258,0.03520405292510986,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
200_seq486,p29_raw_shift_dx4p5_dy1p0_fill,16.622936382324934,8.620826482772827,2.6604793071746826,False,raw improvement 0.1260 is below 0.6000,16.722936382324935,generic_block,1.0,-1.0,2.0,0.12600785467656195,0.9639344262295082,1.0,0.09375882148742676,0.0540621280670166,-0.05491816997528076,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
200_seq486,p29_raw_shift_dx2p5_dy2p0_fill,16.87263453640486,8.810539245605469,3.060762405395508,False,raw improvement -0.1237 is below 0.6000,16.92263453640486,generic_block,-1.0,0.0,1.0,-0.12369029940336418,1.0,1.0,-0.2572298049926758,-0.2984485626220703,0.13479459285736084,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
200_seq486,p29_raw_shift_dx4p5_dy2p0_fill,16.639101447461098,8.604307293891907,2.7356884479522705,False,raw improvement 0.1098 is below 0.6000,16.6891014474611,generic_block,1.0,0.0,1.0,0.10984278954039794,0.9639344262295082,1.0,0.12916922569274902,0.3686509132385254,-0.07143735885620117,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
200_seq486,p29_raw_shift_dx2p5_dy3p0_fill,16.826230151121734,8.794806957244873,2.9890408515930176,False,raw improvement -0.0773 is below 0.6000,16.926230151121736,generic_block,-1.0,1.0,2.0,-0.07728591412023889,1.0491803278688525,1.0,-0.1934049129486084,-0.15449762344360352,0.11906230449676514,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
200_seq486,p29_raw_shift_dx3p5_dy3p0_fill,16.678677614981968,8.649956703186035,2.9300060272216797,False,raw improvement 0.0703 is below 0.6000,16.72867761498197,generic_block,0.0,1.0,1.0,0.0702666220195276,1.0131147540983607,1.0,0.0561140775680542,0.2798194885253906,-0.025787949562072754,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
200_seq486,p29_raw_shift_dx4p5_dy3p0_fill,16.603216392656172,8.567067384719849,3.14784574508667,False,raw improvement 0.1457 is below 0.6000,16.703216392656174,generic_block,1.0,1.0,2.0,0.14572784434532338,1.0,1.0,0.18209505081176758,0.5933523178100586,-0.10867726802825928,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
200_seq486,p29_raw_shift_dx3p0_dy2p0_fill,16.774625682682554,8.712553262710571,3.302854537963867,False,raw improvement -0.0257 is below 0.6000,16.799625682682553,generic_block,-0.5,0.0,0.5,-0.02568144568105879,1.0065573770491802,1.0,-0.08931803703308105,-0.22155094146728516,0.03680860996246338,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
200_seq486,p29_raw_shift_dx4p0_dy2p0_fill,16.626172626329804,8.595987677574158,3.0278453826904297,False,raw improvement 0.1228 is below 0.6000,16.651172626329803,generic_block,0.5,0.0,0.5,0.12277161067169118,1.0262295081967212,1.0,0.11386752128601074,0.20714998245239258,-0.0797569751739502,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
200_seq486,p29_raw_shift_dx3p5_dy1p5_fill,16.76485443240912,8.707055687904358,2.7349250316619873,False,raw improvement -0.0159 is below 0.6000,16.78985443240912,generic_block,0.0,-0.5,0.5,-0.015910195407624173,0.9737704918032787,1.0,-0.029993891716003418,-0.06319999694824219,0.03131103515625,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
200_seq486,p29_raw_shift_dx3p5_dy2p5_fill,16.688968297805385,8.641541600227356,3.0068016052246094,False,raw improvement 0.0600 is below 0.6000,16.713968297805383,generic_block,0.0,0.5,0.5,0.05997593919611077,1.0131147540983607,1.0,0.07086467742919922,0.1439499855041504,-0.03420305252075195,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
