sample_id,candidate,raw_score,raw_symmetric_edge_distance,eval_edge,phase29_selector_eligible,phase29_selector_rejection,phase29_selector_adjusted_score,phase29_selector_rule,phase29_selector_shift_delta_dx,phase29_selector_shift_delta_dy,phase29_selector_shift_l1,phase29_selector_raw_improvement,phase29_selector_edge_growth,phase29_selector_support_ratio,phase29_selector_target_edge_gain,phase29_selector_target_p90_gain,phase29_selector_context_edge_delta,phase29_selector_version_effective,phase29_selector_reliability_gate,phase29_selector_v9_note
161_seq447,p29_baseline,18.08734213348344,11.244466781616211,2.971367120742798,True,,18.08734213348344,v6_baseline,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,v6,strict,v6 baseline row; aligned metrics are not used for selection.
161_seq447,p29_depth_conservative,17.738668980323638,10.890737056732178,6.092768669128418,False,depth/reflection/edge guard candidates are diagnostic-only by default,17.738668980323638,diagnostic_guard_block,0.0,0.0,0.0,0.3486731531598011,1.0,0.9140328697850821,0.07140588760375977,0.41430091857910156,-0.3537297248840332,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
161_seq447,p29_reflection_guard,17.758475613563814,10.890737056732178,6.092768669128418,False,depth/reflection/edge guard candidates are diagnostic-only by default,17.758475613563814,diagnostic_guard_block,0.0,0.0,0.0,0.32886651991962523,1.0,0.9140328697850821,0.07140588760375977,0.41430091857910156,-0.3537297248840332,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
161_seq447,p29_small_target_guard,17.033318839029782,10.254112482070923,3.118825912475586,False,LWIR edge growth 1.122 exceeds 1.080,17.25331883902978,small_target_guard_block,0.0,0.0,0.0,1.054023294453657,1.1222493887530562,1.0,0.9882733821868896,1.2495670318603516,-0.9903542995452881,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
161_seq447,p29_edge_contamination_guard,17.738668980323638,10.890737056732178,6.092768669128418,False,depth/reflection/edge guard candidates are diagnostic-only by default,17.738668980323638,diagnostic_guard_block,0.0,0.0,0.0,0.3486731531598011,1.0,0.9140328697850821,0.07140588760375977,0.41430091857910156,-0.3537297248840332,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
161_seq447,p29_v9_support_gated,16.811481079791648,9.973170757293701,1.4860389232635498,False,v9 support-gated mode is reserved for reflection/background scenes,10.66376,v9_reflection_block,0.0,0.0,0.0,1.2758610536917914,1.2885085574572128,0.9140328697850821,1.1632566452026367,1.0806913375854492,-1.2712960243225098,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
161_seq447,p29_v9_support_gated_tight,16.505389146733812,9.651466846466064,1.42544424533844,False,v9 support candidate mode is diagnostic-only unless a dedicated raw/depth gate allows it,10.54721,v9_mode_block,0.0,0.0,0.0,1.5819529867496271,1.158924205378973,0.8305941845764855,1.0266051292419434,1.1832027435302734,-1.5929999351501465,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
161_seq447,p29_v9_target_only,16.52786579817922,9.678779602050781,1.315578579902649,False,v9 target-only mode is reserved for general weak-target scenes,10.59019,v9_target_only_block,0.0,0.0,0.0,1.5594763353042183,1.2273838630806846,0.8305941845764855,0.9944438934326172,0.8700237274169922,-1.5656871795654297,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
161_seq447,p29_v9_depth_thermal,16.89602938813404,10.078632831573486,1.486865758895874,False,v9 depth-thermal mode is reserved for double-edge mismatch scenes,10.58856,v9_depth_thermal_block,0.0,0.0,0.0,1.1913127453494,1.2004889975550121,0.9140328697850821,1.0910263061523438,0.8918008804321289,-1.1658339500427246,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
161_seq447,p29_v9_target_silhouette,14.821656297404843,7.776608467102051,1.869676113128662,False,v9 silhouette mode is reserved for general target-contamination scenes,10.162189999999999,v9_silhouette_block,0.0,0.0,0.0,3.265685836078596,0.7041564792176039,0.9140328697850821,3.164527654647827,4.80237340927124,-3.46785831451416,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
161_seq447,p29_raw_shift_dx2p5_dy1p0_fill,17.88900711141682,11.105630874633789,3.547215700149536,False,raw improvement 0.1983 is below 0.6000,17.98900711141682,generic_block,-1.0,-1.0,2.0,0.1983350220666189,1.058679706601467,1.0,0.06459236145019531,0.12358283996582031,-0.13883590698242188,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
161_seq447,p29_raw_shift_dx3p5_dy1p0_fill,17.922555691235075,11.16440725326538,3.3427228927612305,False,raw improvement 0.1648 is below 0.6000,17.972555691235076,generic_block,0.0,-1.0,1.0,0.16478644224836358,1.0488997555012225,1.0,0.1460113525390625,0.35601329803466797,-0.08005952835083008,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
161_seq447,p29_raw_shift_dx4p5_dy1p0_fill,17.583780410052324,10.845863342285156,3.2313907146453857,False,raw improvement 0.5036 is below 0.6000,17.683780410052325,generic_block,1.0,-1.0,2.0,0.5035617234311154,0.9315403422982885,1.0,0.514275074005127,0.7418661117553711,-0.3986034393310547,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
161_seq447,p29_raw_shift_dx2p5_dy2p0_fill,18.23948966618893,11.430318832397461,3.162137746810913,False,raw improvement -0.1521 is below 0.6000,18.28948966618893,generic_block,-1.0,0.0,1.0,-0.15214753270549153,0.9779951100244498,1.0,-0.2213144302368164,-0.32547473907470703,0.18585205078125,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
161_seq447,p29_raw_shift_dx4p5_dy2p0_fill,17.987684282240497,11.155768871307373,2.8337886333465576,False,raw improvement 0.0997 is below 0.6000,18.037684282240498,generic_block,1.0,0.0,1.0,0.09965785124294158,0.9877750611246944,1.0,0.137969970703125,0.09900569915771484,-0.08869791030883789,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
161_seq447,p29_raw_shift_dx2p5_dy3p0_fill,18.428155997473525,11.548062801361084,3.0610170364379883,False,raw improvement -0.3408 is below 0.6000,18.528155997473526,generic_block,-1.0,1.0,2.0,-0.3408138639900855,0.9339853300733496,1.0,-0.4315958023071289,-0.6007509231567383,0.30359601974487305,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
161_seq447,p29_raw_shift_dx3p5_dy3p0_fill,18.427539349397595,11.54797077178955,2.805830478668213,False,raw improvement -0.3402 is below 0.6000,18.477539349397595,generic_block,0.0,1.0,1.0,-0.34019721591415575,0.9975550122249389,1.0,-0.2588324546813965,-0.3774433135986328,0.30350399017333984,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
161_seq447,p29_raw_shift_dx4p5_dy3p0_fill,17.924803575168454,11.011741161346436,2.829322338104248,False,raw improvement 0.1625 is below 0.6000,18.024803575168455,generic_block,1.0,1.0,2.0,0.16253855831498498,1.0146699266503667,1.0,0.21240711212158203,0.5378828048706055,-0.2327256202697754,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
161_seq447,p29_raw_shift_dx3p0_dy2p0_fill,17.798933507112363,11.02663803100586,3.153918743133545,False,raw improvement 0.2884 is below 0.6000,17.82393350711236,generic_block,-0.5,0.0,0.5,0.28840862637107634,0.9975550122249389,1.0,0.22866392135620117,0.3100166320800781,-0.21782875061035156,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
161_seq447,p29_raw_shift_dx4p0_dy2p0_fill,18.0786031211466,11.298985004425049,2.862363815307617,False,raw improvement 0.0087 is below 0.6000,18.103603121146598,generic_block,0.5,0.0,0.5,0.00873901233683938,1.0488997555012225,1.0,0.09047603607177734,-0.029852867126464844,0.05451822280883789,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
161_seq447,p29_raw_shift_dx3p5_dy1p5_fill,17.53273955646234,10.7646484375,3.463202476501465,False,raw improvement 0.5546 is below 0.6000,17.557739556462337,generic_block,0.0,-0.5,0.5,0.5546025770211003,0.9584352078239609,1.0,0.5003328323364258,0.9314670562744141,-0.47981834411621094,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
161_seq447,p29_raw_shift_dx3p5_dy2p5_fill,17.57222260948258,10.716681957244873,2.999746799468994,False,raw improvement 0.5151 is below 0.6000,17.59722260948258,generic_block,0.0,0.5,0.5,0.515119524000859,0.9388753056234719,1.0,0.47876691818237305,0.5996732711791992,-0.5277848243713379,v6,strict,v6 adds strict raw/depth support-gated selection for v9; aligned metrics remain evaluation-only.
